800
4;3,2,1,0
4;2,5,4,1
4;5,7,6,4
4;7,9,8,6
4;9,11,10,8
4;0,1,13,12
4;1,4,14,13
4;4,6,15,14
4;6,8,16,15
4;8,10,17,16
4;12,13,19,18
4;13,14,20,19
4;14,15,21,20
4;15,16,22,21
4;16,17,23,22
4;18,19,25,24
4;19,20,26,25
4;20,21,27,26
4;21,22,28,27
4;22,23,29,28
4;24,25,31,30
4;25,26,32,31
4;26,27,33,32
4;27,28,34,33
4;28,29,35,34
4;39,38,37,36
4;38,41,40,37
4;41,43,42,40
4;43,45,44,42
4;45,47,46,44
4;36,37,49,48
4;37,40,50,49
4;40,42,51,50
4;42,44,52,51
4;44,46,53,52
4;48,49,55,54
4;49,50,56,55
4;50,51,57,56
4;51,52,58,57
4;52,53,59,58
4;54,55,61,60
4;55,56,62,61
4;56,57,63,62
4;57,58,64,63
4;58,59,65,64
4;60,61,2,3
4;61,62,5,2
4;62,63,7,5
4;63,64,9,7
4;64,65,11,9
4;69,68,67,66
4;68,71,70,67
4;71,73,72,70
4;73,75,74,72
4;75,77,76,74
4;66,67,79,78
4;67,70,80,79
4;70,72,81,80
4;72,74,82,81
4;74,76,83,82
4;78,79,85,84
4;79,80,86,85
4;80,81,87,86
4;81,82,88,87
4;82,83,89,88
4;84,85,91,90
4;85,86,92,91
4;86,87,93,92
4;87,88,94,93
4;88,89,95,94
4;90,91,38,39
4;91,92,41,38
4;92,93,43,41
4;93,94,45,43
4;94,95,47,45
4;30,31,97,96
4;31,32,98,97
4;32,33,99,98
4;33,34,100,99
4;34,35,101,100
4;96,97,103,102
4;97,98,104,103
4;98,99,105,104
4;99,100,106,105
4;100,101,107,106
4;102,103,109,108
4;103,104,110,109
4;104,105,111,110
4;105,106,112,111
4;106,107,113,112
4;108,109,115,114
4;109,110,116,115
4;110,111,117,116
4;111,112,118,117
4;112,113,119,118
4;114,115,68,69
4;115,116,71,68
4;116,117,73,71
4;117,118,75,73
4;118,119,77,75
4;123,122,121,120
4;122,125,124,121
4;125,127,126,124
4;127,129,128,126
4;129,3,0,128
4;120,121,131,130
4;121,124,132,131
4;124,126,133,132
4;126,128,134,133
4;128,0,12,134
4;130,131,136,135
4;131,132,137,136
4;132,133,138,137
4;133,134,139,138
4;134,12,18,139
4;135,136,141,140
4;136,137,142,141
4;137,138,143,142
4;138,139,144,143
4;139,18,24,144
4;140,141,146,145
4;141,142,147,146
4;142,143,148,147
4;143,144,149,148
4;144,24,30,149
4;153,152,151,150
4;152,155,154,151
4;155,157,156,154
4;157,159,158,156
4;159,39,36,158
4;150,151,161,160
4;151,154,162,161
4;154,156,163,162
4;156,158,164,163
4;158,36,48,164
4;160,161,166,165
4;161,162,167,166
4;162,163,168,167
4;163,164,169,168
4;164,48,54,169
4;165,166,171,170
4;166,167,172,171
4;167,168,173,172
4;168,169,174,173
4;169,54,60,174
4;170,171,122,123
4;171,172,125,122
4;172,173,127,125
4;173,174,129,127
4;174,60,3,129
4;178,177,176,175
4;177,180,179,176
4;180,182,181,179
4;182,184,183,181
4;184,69,66,183
4;175,176,186,185
4;176,179,187,186
4;179,181,188,187
4;181,183,189,188
4;183,66,78,189
4;185,186,191,190
4;186,187,192,191
4;187,188,193,192
4;188,189,194,193
4;189,78,84,194
4;190,191,196,195
4;191,192,197,196
4;192,193,198,197
4;193,194,199,198
4;194,84,90,199
4;195,196,152,153
4;196,197,155,152
4;197,198,157,155
4;198,199,159,157
4;199,90,39,159
4;145,146,201,200
4;146,147,202,201
4;147,148,203,202
4;148,149,204,203
4;149,30,96,204
4;200,201,206,205
4;201,202,207,206
4;202,203,208,207
4;203,204,209,208
4;204,96,102,209
4;205,206,211,210
4;206,207,212,211
4;207,208,213,212
4;208,209,214,213
4;209,102,108,214
4;210,211,216,215
4;211,212,217,216
4;212,213,218,217
4;213,214,219,218
4;214,108,114,219
4;215,216,177,178
4;216,217,180,177
4;217,218,182,180
4;218,219,184,182
4;219,114,69,184
4;223,222,221,220
4;222,225,224,221
4;225,227,226,224
4;227,229,228,226
4;229,123,120,228
4;220,221,231,230
4;221,224,232,231
4;224,226,233,232
4;226,228,234,233
4;228,120,130,234
4;230,231,236,235
4;231,232,237,236
4;232,233,238,237
4;233,234,239,238
4;234,130,135,239
4;235,236,241,240
4;236,237,242,241
4;237,238,243,242
4;238,239,244,243
4;239,135,140,244
4;240,241,246,245
4;241,242,247,246
4;242,243,248,247
4;243,244,249,248
4;244,140,145,249
4;253,252,251,250
4;252,255,254,251
4;255,257,256,254
4;257,259,258,256
4;259,153,150,258
4;250,251,261,260
4;251,254,262,261
4;254,256,263,262
4;256,258,264,263
4;258,150,160,264
4;260,261,266,265
4;261,262,267,266
4;262,263,268,267
4;263,264,269,268
4;264,160,165,269
4;265,266,271,270
4;266,267,272,271
4;267,268,273,272
4;268,269,274,273
4;269,165,170,274
4;270,271,222,223
4;271,272,225,222
4;272,273,227,225
4;273,274,229,227
4;274,170,123,229
4;278,277,276,275
4;277,280,279,276
4;280,282,281,279
4;282,284,283,281
4;284,178,175,283
4;275,276,286,285
4;276,279,287,286
4;279,281,288,287
4;281,283,289,288
4;283,175,185,289
4;285,286,291,290
4;286,287,292,291
4;287,288,293,292
4;288,289,294,293
4;289,185,190,294
4;290,291,296,295
4;291,292,297,296
4;292,293,298,297
4;293,294,299,298
4;294,190,195,299
4;295,296,252,253
4;296,297,255,252
4;297,298,257,255
4;298,299,259,257
4;299,195,153,259
4;245,246,301,300
4;246,247,302,301
4;247,248,303,302
4;248,249,304,303
4;249,145,200,304
4;300,301,306,305
4;301,302,307,306
4;302,303,308,307
4;303,304,309,308
4;304,200,205,309
4;305,306,311,310
4;306,307,312,311
4;307,308,313,312
4;308,309,314,313
4;309,205,210,314
4;310,311,316,315
4;311,312,317,316
4;312,313,318,317
4;313,314,319,318
4;314,210,215,319
4;315,316,277,278
4;316,317,280,277
4;317,318,282,280
4;318,319,284,282
4;319,215,178,284
4;323,322,321,320
4;322,325,324,321
4;325,327,326,324
4;327,329,328,326
4;329,331,330,328
4;320,321,333,332
4;321,324,334,333
4;324,326,335,334
4;326,328,336,335
4;328,330,337,336
4;332,333,339,338
4;333,334,340,339
4;334,335,341,340
4;335,336,342,341
4;336,337,343,342
4;338,339,345,344
4;339,340,346,345
4;340,341,347,346
4;341,342,348,347
4;342,343,349,348
4;344,345,351,350
4;345,346,352,351
4;346,347,353,352
4;347,348,354,353
4;348,349,355,354
4;350,351,357,356
4;351,352,358,357
4;352,353,359,358
4;353,354,360,359
4;354,355,361,360
4;356,357,363,362
4;357,358,364,363
4;358,359,365,364
4;359,360,366,365
4;360,361,367,366
4;362,363,369,368
4;363,364,370,369
4;364,365,371,370
4;365,366,372,371
4;366,367,373,372
4;368,369,375,374
4;369,370,376,375
4;370,371,377,376
4;371,372,378,377
4;372,373,379,378
4;374,375,322,323
4;375,376,325,322
4;376,377,327,325
4;377,378,329,327
4;378,379,331,329
4;383,382,381,380
4;382,385,384,381
4;385,387,386,384
4;387,389,388,386
4;389,323,320,388
4;380,381,391,390
4;381,384,392,391
4;384,386,393,392
4;386,388,394,393
4;388,320,332,394
4;390,391,396,395
4;391,392,397,396
4;392,393,398,397
4;393,394,399,398
4;394,332,338,399
4;395,396,401,400
4;396,397,402,401
4;397,398,403,402
4;398,399,404,403
4;399,338,344,404
4;400,401,405,153
4;401,402,406,405
4;402,403,407,406
4;403,404,408,407
4;404,344,350,408
4;153,405,410,409
4;405,406,411,410
4;406,407,412,411
4;407,408,413,412
4;408,350,356,413
4;409,410,415,414
4;410,411,416,415
4;411,412,417,416
4;412,413,418,417
4;413,356,362,418
4;414,415,420,419
4;415,416,421,420
4;416,417,422,421
4;417,418,423,422
4;418,362,368,423
4;419,420,425,424
4;420,421,426,425
4;421,422,427,426
