96
0.098017;0.995185;0.000000
0.290285;0.956940;0.000000
0.471397;0.881921;0.000000
0.634393;0.773010;0.000000
0.773010;0.634393;0.000000
0.881921;0.471397;0.000000
0.956940;0.290285;0.000000
0.995185;0.098017;0.000000
0.995185;-0.098017;0.000000
0.956940;-0.290285;0.000000
0.881921;-0.471396;0.000000
0.773010;-0.634393;0.000000
0.634393;-0.773010;0.000000
0.471397;-0.881921;0.000000
0.290284;-0.956940;0.000000
0.098017;-0.995185;0.000000
-0.098018;-0.995185;0.000000
-0.290285;-0.956940;0.000000
-0.471397;-0.881921;0.000000
-0.634394;-0.773010;0.000000
-0.773011;-0.634393;0.000000
-0.881922;-0.471396;0.000000
-0.956941;-0.290284;0.000000
-0.995185;-0.098016;0.000000
-0.995185;0.098018;0.000000
-0.956940;0.290286;0.000000
-0.881921;0.471398;0.000000
-0.773010;0.634394;0.000000
-0.634392;0.773011;0.000000
-0.471395;0.881922;0.000000
-0.290283;0.956941;0.000000
-0.098017;0.995185;0.000000
0.000000;-0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;-0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;-0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
-0.000000;-0.000000;1.000000
0.000000;-0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;-0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;-0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;-0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;-0.000000;1.000000
-0.000000;0.000000;1.000000
0.000000;0.000000;1.000000
0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
0.000000;0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
-0.000000;-0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
0.000000;0.000000;-1.000000
0.000000;-0.000000;-1.000000
-0.000000;0.000000;-1.000000
