42
0.000000;0.000000;-1.000000
0.723607;-0.525725;-0.447220
-0.276388;-0.850649;-0.447220
-0.894426;0.000000;-0.447216
-0.276388;0.850649;-0.447220
0.723607;0.525725;-0.447220
0.276388;-0.850649;0.447220
-0.723607;-0.525725;0.447220
-0.723607;0.525725;0.447220
0.276388;0.850649;0.447220
0.894426;0.000000;0.447216
0.000000;0.000000;1.000000
-0.162456;-0.499995;-0.850654
0.425323;-0.309011;-0.850654
0.262869;-0.809012;-0.525738
0.850648;0.000000;-0.525736
0.425323;0.309011;-0.850654
-0.525730;0.000000;-0.850652
-0.688189;-0.499997;-0.525736
-0.162456;0.499995;-0.850654
-0.688189;0.499997;-0.525736
0.262869;0.809012;-0.525738
0.951058;-0.309013;0.000000
0.951058;0.309013;0.000000
0.000000;-1.000000;0.000000
0.587786;-0.809017;0.000000
-0.951058;-0.309013;0.000000
-0.587786;-0.809017;0.000000
-0.587786;0.809017;0.000000
-0.951058;0.309013;0.000000
0.587786;0.809017;0.000000
0.000000;1.000000;0.000000
0.688189;-0.499997;0.525736
-0.262869;-0.809012;0.525738
-0.850648;0.000000;0.525736
-0.262869;0.809012;0.525738
0.688189;0.499997;0.525736
0.162456;-0.499995;0.850654
0.525730;0.000000;0.850652
-0.425323;-0.309011;0.850654
-0.425323;0.309011;0.850654
0.162456;0.499995;0.850654
